citizenid,total_property_owned,years_at_current_address,zipcode,address
88646,1,8,99608,"4983 Leblanc Manors, West Christianmouth, OR 99608"
83430,2,4,66065,"301 Moore Inlet, North Elaine, WV 66065"
72310,1,8,98131,"769 Rivera Crossing, West Amber, OR 98131"
62407,9,7,61896,"0342 Wilson Lodge, West Cherylstad, WY 61896"
13094,1,10,58742,"378 Kimberly Garden, Rachelfurt, SC 58742"
50871,1,10,26524,"436 Smith Orchard Apt. 515, New Charles, WY 26524"
22621,1,1,45555,"707 Lucas Mount Suite 284, Bryanborough, MO 45555"
40520,1,9,26664,"658 Smith Ports Apt. 193, East Kayla, TX 26664"
23804,1,7,86451,"779 Bray Underpass, Youngville, NC 86451"
42644,1,7,1952,"073 Mary Fords Suite 783, South Christopherland, MS 01952"
49156,1,9,74901,"706 Walker Brooks, South Brianburgh, MN 74901"
48476,1,4,21048,"90458 Carlson Burg Suite 304, Kathrynshire, VA 21048"
61124,1,4,68002,"29377 Jonathan Turnpike, Serranoport, OK 68002"
66602,1,7,94843,"66138 Parker Manor Apt. 679, Port Scottmouth, MD 94843"
33969,10,8,82331,"USNS Smith, FPO AA 82331"
53072,1,5,80918,"PSC 6801, Box 1164, APO AE 80918"
38169,4,8,32120,"50449 Nicole Dam, Ashleyville, MA 32120"
81717,2,9,91262,"52209 Ariel Keys, North Joseph, IN 91262"
76131,3,7,64951,"0792 William Path, Roseborough, AK 64951"
72816,3,7,17423,"3802 Nelson River Apt. 286, Bernardview, TN 17423"
65017,1,10,99346,"Unit 2376 Box 6095, DPO AE 99346"
27282,3,7,66569,"00359 Gary Hills Suite 610, Port Christine, MD 66569"
32536,1,4,65488,"0885 Gary Crest Suite 782, West Michael, MN 65488"
67657,1,8,6570,"325 Melendez Isle, Isaiahview, VA 06570"
12188,1,6,73616,"USCGC Sullivan, FPO AE 73616"
88167,3,7,60651,"31329 Brown Lodge, Williamton, WV 60651"
93546,1,6,74471,"27908 Wesley Place Suite 517, North Eric, NY 74471"
19273,1,6,11922,"747 Joseph Drive, North Amandaton, CA 11922"
83673,5,7,28667,"8371 Austin Vista Apt. 641, Lake Kelseyshire, NH 28667"
76885,1,10,96013,"35729 Guzman Drive, West Jessicahaven, MI 96013"
62210,1,8,83844,"6446 Brian Path Suite 033, West Ginastad, NJ 83844"
24660,3,9,47383,"7473 Rebecca Coves Suite 866, Eddieberg, MD 47383"
20955,1,8,34285,"5033 Hernandez Manor, Strongport, SD 34285"
88191,3,4,49221,"05413 Richard Plaza Apt. 618, North Maryland, NC 49221"
34387,1,8,79198,"58175 Jennings Union Apt. 268, Amandaborough, OH 79198"
85585,1,10,23612,"55449 Berger Green, East Shannon, ME 23612"
53912,1,9,51950,"40086 Tonya Stream, Tiffanyborough, CO 51950"
70779,1,8,60737,"572 Katherine Squares, North Brittney, SD 60737"
19120,1,9,73372,"Unit 0290 Box 2310, DPO AP 73372"
43838,1,6,89708,"USNV Williams, FPO AP 89708"
48730,7,8,76404,"Unit 0517 Box 3761, DPO AA 76404"
49439,1,8,10220,"PSC 7491, Box 7747, APO AA 10220"
29313,1,9,86100,"433 Johnson Cape, Andrewshaven, CO 86100"
33325,2,7,89637,"3319 Hill Ford Apt. 799, Youngchester, OR 89637"
98957,1,8,28711,"1159 Jordan Parkways Apt. 015, Meadowsborough, WV 28711"
91394,2,6,52565,"038 Payne Crossing, North Jacquelineside, OH 52565"
82823,1,8,33525,"2600 Eric Rapids Apt. 481, Gibsonton, MN 33525"
58986,1,7,54045,"1329 Christopher Throughway, Davidberg, CA 54045"
28864,2,4,85882,"12508 Perkins Crossroad Apt. 428, Jonathanburgh, IN 85882"
80613,1,9,84926,"03491 Martin Walks, Walkerfort, PA 84926"
27268,8,6,36321,"926 Kevin Summit Suite 839, East Matthew, KS 36321"
58218,1,6,14535,"233 Derek Courts Apt. 717, Lake Elizabethport, SD 14535"
46883,1,7,93891,"1413 Tiffany Mount Suite 229, West Marc, FL 93891"
28702,1,6,69693,"PSC 5622, Box 7294, APO AA 69693"
67957,2,5,70384,"451 Gibson Island Apt. 291, East Lauren, WI 70384"
44923,1,6,76202,"10122 Steven Ramp, Foxview, CA 76202"
73916,7,10,10903,"491 Robertson Orchard, Benderborough, NE 10903"
53340,1,10,23657,"04633 Stephen Motorway, Scottton, AZ 23657"
32758,1,7,69289,"9618 Derek Dale Apt. 983, Allisonbury, TX 69289"
79587,1,8,55128,"12113 Smith Mount Suite 990, New Lisa, CT 55128"
83987,1,7,57544,"7078 Brittany Corners Suite 781, New Melissachester, SD 57544"
67044,1,4,62574,"005 Mia Forges, North Joshua, LA 62574"
58612,1,9,84678,"0137 Angela Mountain, Port Zacharyport, LA 84678"
27605,1,8,52054,"8987 Dillon Tunnel Suite 385, Ambertown, NJ 52054"
68381,1,3,54675,"9644 Juarez Walks Apt. 456, North John, LA 54675"
26446,1,6,91223,"962 John Loop Apt. 820, New Joemouth, AK 91223"
80903,1,9,8431,"904 Shelton Prairie Apt. 271, East Kathryn, WA 08431"
48900,1,6,53746,"145 Jeffery Glens Suite 410, North Ashley, NV 53746"
18557,1,7,11569,"68084 Pham Expressway Apt. 259, New Michael, MS 11569"
77196,1,6,45767,"9507 Nicholas Valley Suite 506, Jenniferview, TX 45767"
53914,1,7,22374,"24275 Anthony Way Suite 843, Oneillview, MA 22374"
13270,1,9,64996,"15022 Brian Lodge, Davidton, NC 64996"
77859,1,5,35286,"PSC 1335, Box 9461, APO AE 35286"
44788,1,8,28516,"USS Smith, FPO AP 28516"
75899,2,7,93681,"USCGC Hill, FPO AE 93681"
66568,1,9,28004,"257 Johnson Knoll Suite 353, Smithhaven, GA 28004"
90315,1,3,1625,"3783 Matthew Springs Apt. 608, Francishaven, VA 01625"
69359,4,8,83729,"3710 Wagner Village, North Morgan, OR 83729"
67931,2,7,75527,"Unit 3879 Box 6146, DPO AP 75527"
47130,1,6,13628,"888 Jennifer Inlet Apt. 174, Hillmouth, FL 13628"
61909,10,4,16714,"870 Cook Knoll Apt. 605, Ponceland, IA 16714"
47587,2,6,42477,"58085 Jensen Crescent, Kellyhaven, AK 42477"
77210,2,7,47090,"USS Cowan, FPO AE 47090"
73306,1,3,8221,"84531 Kelly Ports, Rogersshire, DC 08221"
59587,1,8,38113,"Unit 5801 Box 3117, DPO AE 38113"
12212,1,4,84295,"Unit 4781 Box 4577, DPO AP 84295"
62863,7,7,7889,"88595 Bush Rest, Christopherside, OR 07889"
14293,1,10,52247,"815 Lopez Way Apt. 763, West Allison, KY 52247"
82658,1,6,76522,"2020 Brent Divide, Pamelamouth, IN 76522"
17751,1,5,60502,"7141 Henry Lodge Suite 256, Jacobfort, AR 60502"
33388,1,4,11203,"37834 Lindsey Valley Apt. 066, West Mariaside, UT 11203"
81556,1,6,75827,"908 Christine Vista, West Josephbury, WI 75827"
78087,4,8,77825,"364 Lee Roads Suite 591, South Michelefurt, ME 77825"
67390,1,5,77003,"Unit 0803 Box 3546, DPO AA 77003"
89769,1,7,76536,"636 Green Key Suite 401, East Sarahport, ME 76536"
84546,1,10,90304,"0203 Holmes Path, Beltranhaven, OR 90304"
33127,3,6,40307,"27386 Parker Valleys Suite 948, North Tiffanyside, ND 40307"
45528,1,6,68482,"8626 Christopher Expressway, South Vincent, ME 68482"
43812,2,5,830,"101 Laura Common, Buckleybury, PA 00830"
53198,1,7,55577,"02611 Johnny Curve Apt. 751, Port Sheilahaven, KY 55577"
21668,3,7,53834,"005 Kaiser Terrace, New Franciscobury, VT 53834"
21407,1,7,75246,"06161 Joseph Burgs Suite 603, Fisherland, NC 75246"
47731,1,7,19682,"70299 Adams Locks, New Julie, IA 19682"
86316,1,10,65134,"75445 Michael Creek, Johnland, DE 65134"
27415,2,6,50127,"771 Miller Hill, Carterstad, NC 50127"
79152,1,9,84996,"795 Cynthia Roads Apt. 659, Boydton, CO 84996"
70651,1,6,95469,"853 Baker Trail, Harrisfurt, MT 95469"
97885,3,7,31023,"76674 Jessica Landing, West Catherine, MD 31023"
14731,1,8,2918,"099 Williamson Heights Suite 919, South Jonathonchester, NJ 02918"
75945,1,9,17581,"1155 Brittany Garden, Taylorberg, KS 17581"
21791,1,7,16121,"2238 Mann Forest Suite 999, Gabrielshire, LA 16121"
56747,1,4,47048,"76623 Brianna Terrace Apt. 339, East Patricialand, NM 47048"
37790,1,6,32756,"34387 Kennedy Glen Apt. 877, Williamshire, HI 32756"
87159,4,5,66749,"4430 Walker Crossing, Jenniferland, IN 66749"
74138,1,5,57812,"9161 Webb Field, Garzaport, AL 57812"
81119,1,1,10963,"USNV Stewart, FPO AE 10963"
54567,2,5,92224,"622 Padilla Loaf, Josephton, NE 92224"
99620,1,6,35786,"611 Jo Falls, Garzafort, HI 35786"
36565,1,8,30463,"745 Brian Way, West Dianaland, OK 30463"
80877,1,6,72188,"961 Jennifer Plains Apt. 075, North Toddborough, ME 72188"
13016,1,3,43624,"46292 Adam Ways, Luisbury, IA 43624"
75995,1,10,68095,"USS Dunn, FPO AA 68095"
63350,1,6,32415,"10368 John Extensions Apt. 064, Ebonyborough, MI 32415"
97948,1,4,3996,"42811 Mcdonald Canyon Suite 829, Donaldview, MA 03996"
85014,1,0,65315,"Unit 9676 Box 9918, DPO AP 65315"
33680,1,9,42070,"47218 Cowan Corner, Garciaville, SC 42070"
37367,1,7,79255,"7341 Rachel Rest Apt. 784, Thomasberg, TX 79255"
15473,0,4,39135,"316 Herrera Wells, Lake Pamela, UT 39135"
57835,1,4,62940,"0787 Knapp Circle Apt. 038, Bowmanville, AK 62940"
59448,1,9,29132,"60500 Rachel Vista Apt. 626, Vargaston, TN 29132"
26329,1,2,32342,"2377 Sonya Brooks, Morganberg, WY 32342"
88809,1,7,62220,"79550 Mullins Groves Apt. 379, South James, DC 62220"
82380,3,4,67327,"PSC 1900, Box 3153, APO AE 67327"
30209,1,8,20443,"162 Gabrielle Circles, Sandraborough, FL 20443"
13241,10,5,36711,"11899 Burns Centers, West Ravenberg, HI 36711"
47509,1,9,91713,"62533 David Ramp, West Patriciamouth, KS 91713"
62301,1,10,59966,"117 Johnson Cape Suite 148, Port Ryanberg, RI 59966"
71663,1,10,79250,"PSC 0346, Box 2423, APO AP 79250"
77805,1,4,33482,"8018 Owen Villages Suite 645, Osborneside, RI 33482"
69558,1,10,50695,"41858 Martin Manors, Jonesshire, CT 50695"
38727,2,8,51109,"Unit 4914 Box 5697, DPO AP 51109"
60456,1,6,52553,"53103 Montgomery Cape, Lake Randyville, MO 52553"
43296,1,8,95242,"249 Patel Gardens, Mckeeland, HI 95242"
30014,2,9,43591,"2410 Williams Turnpike Apt. 775, Michaelport, NJ 43591"
53735,1,7,2695,"239 Tami Road, Aaronchester, WI 02695"
27891,1,7,22694,"9423 Tyler Branch Apt. 388, Carolshire, DC 22694"
57108,1,5,30451,"6952 Taylor Pass Apt. 727, West Jonathanhaven, GA 30451"
67271,1,6,64188,"699 Nelson Track Suite 668, Brooksstad, SC 64188"
89013,8,10,42110,"961 Christy Plain Apt. 778, North Brandonview, CO 42110"
40234,1,7,74249,"726 Lopez Bypass, West Susanfort, MO 74249"
48326,1,7,85116,"7219 Paul Drive Suite 621, Angelatown, NY 85116"
99179,1,6,39222,"080 Neal Fall Suite 225, Diazfort, MT 39222"
37443,1,3,1988,"PSC 5824, Box 4918, APO AP 01988"
48801,1,9,22587,"6158 Harris Orchard Suite 791, Deanland, MT 22587"
72500,1,4,10790,"4917 Paul Fields Apt. 145, New Edwardview, PA 10790"
19181,1,4,32385,"1278 Bradley Plains Apt. 156, Michellehaven, VT 32385"
52034,1,7,68402,"191 Derek Bypass Suite 978, Lisaview, DC 68402"
26117,1,10,71317,"391 Drew Meadow Suite 470, Maryville, KS 71317"
36750,1,5,97265,"837 Julie Creek Suite 795, Michaelhaven, GA 97265"
78411,1,5,32956,"PSC 6200, Box 5239, APO AE 32956"
50145,1,10,48257,"84389 Cisneros Summit Apt. 227, Valerieshire, OK 48257"
74371,1,5,86152,"87862 Ryan Pines, Port Johntown, IL 86152"
79159,1,8,64413,"223 Barnett Heights, North Gabriel, ID 64413"
70391,1,10,12375,"483 Williams Isle Suite 881, Loristad, WA 12375"
88269,1,4,66806,"106 Garza Parkways, Port Donnastad, OH 66806"
97515,2,7,59526,"7983 Freeman Motorway Suite 337, Scottport, WI 59526"
80291,6,10,4713,"69860 Elizabeth Harbor, East Jonathan, NE 04713"
73420,1,1,55506,"299 Aaron Lock, Joshuaview, AL 55506"
97659,3,9,98786,"8658 Henry Fields Apt. 063, Sydneymouth, WI 98786"
57446,1,6,88191,"818 Huff Camp Suite 111, Lake Karenburgh, DC 88191"
17363,3,7,36607,"Unit 2369 Box 2022, DPO AE 36607"
47789,5,6,44751,"85171 Werner Stravenue, Beckybury, TX 44751"
80460,1,6,65813,"0593 Seth Creek Suite 799, New Danielchester, RI 65813"
27471,1,8,87105,"869 Taylor Lodge, Emilytown, IN 87105"
31700,4,6,63584,"031 Bruce Park Apt. 777, Evelynfurt, NE 63584"
24195,1,5,95334,"2856 Wilkinson Tunnel Suite 720, North Christine, HI 95334"
79130,1,4,37766,"79152 Clark Islands, East Russell, MN 37766"
21758,1,6,97821,"099 Bryan Light, Stonechester, TN 97821"
74269,1,10,38169,"258 Clark Port Suite 972, Taraton, KY 38169"
76581,0,3,41314,"588 Timothy Forest Suite 946, New Heatherchester, LA 41314"
11866,6,8,48332,"79506 Horton Lakes Suite 207, Howardbury, FL 48332"
71563,8,6,77086,"6550 Amanda Estate Apt. 073, New Krystalstad, AK 77086"
15707,1,6,14917,"4053 Smith Drive, Martinezfort, KY 14917"
25774,1,5,18228,"Unit 6182 Box 0328, DPO AE 18228"
74653,1,7,59216,"110 Lance Heights Suite 480, South Garrett, NH 59216"
24049,2,6,21192,"61319 Robles Burgs, South Toddview, MS 21192"
53295,1,4,27089,"0708 Megan Trace, South Kylebury, KS 27089"
32212,1,5,49462,"477 Jennifer Tunnel Apt. 644, Lake Andreafort, KY 49462"
92091,1,5,92477,"98359 Alan Summit Suite 964, Rodriguezside, MN 92477"
66101,3,5,25337,"838 Lee Spring Suite 341, Colleenbury, MI 25337"
21854,1,7,21186,"231 Anderson Light, New Michaelfort, SC 21186"
98674,1,4,75256,"2340 Leslie Prairie, Matthewfort, MI 75256"
26461,1,6,21473,"USNS Strickland, FPO AA 21473"
83538,1,10,18922,"9528 Amber Key, Port Andrew, CT 18922"
15671,1,8,42039,"8868 Deborah Overpass, East Jeffreyton, NV 42039"
32309,1,10,27451,"4172 Patterson Fort, Scottstad, CO 27451"
93237,1,4,7346,"28397 Neal Pine Suite 764, Lake Justin, RI 07346"
10784,1,2,90786,"46446 Cassandra Mountain Apt. 388, Matthewton, IL 90786"
68135,2,8,90713,"70155 Louis Mountains Apt. 458, Smithburgh, MS 90713"
88726,1,7,92683,"0949 Michael Island, Patriciaton, UT 92683"
90737,1,10,2239,"868 Martin Locks Suite 280, East Joseph, NY 02239"
63579,1,7,46109,"7721 Carrillo Greens, Jamesview, WV 46109"
77698,2,4,26322,"417 Zachary Key Apt. 199, Westfort, NM 26322"
98993,1,6,94802,"63790 Grimes Pines Suite 986, Robertside, SD 94802"
60863,1,5,30118,"5810 David Cape, Jamesbury, PA 30118"
36320,1,4,15748,"0336 Mccoy Summit, North Tim, AR 15748"
70543,1,6,12123,"997 Rice Club Suite 350, North Laurashire, CT 12123"
64751,2,8,84361,"096 Toni Pike Apt. 639, Michaelberg, UT 84361"
71655,1,4,53334,"30899 Chang Fields, New Shannonton, ND 53334"
89271,1,2,54064,"72743 Robin Manors Apt. 747, Port Karenport, AR 54064"
25692,1,5,78423,"USS Elliott, FPO AE 78423"
54889,0,2,6927,"1045 Santana Union, South Alicia, WV 06927"
99918,1,4,29015,"79613 Michael Inlet, Collinstown, VA 29015"
19558,1,8,78969,"65893 Diane Inlet, New Nicholas, HI 78969"
83235,1,7,78517,"66675 Booth Course, Melanieborough, AK 78517"
15660,1,6,46623,"3559 Solis Lane Apt. 943, Port Jennifer, MT 46623"
83456,1,5,83271,"933 Banks Burg, Lake Davidshire, SC 83271"
46643,10,10,68808,"USNS Bailey, FPO AP 68808"
46061,1,8,86788,"329 Mcneil Prairie, Leburgh, WV 86788"
28573,1,4,3974,"88875 James Villages Apt. 540, Morenoburgh, KY 03974"
62856,1,7,66781,"903 Ross Ford Suite 046, Carolynmouth, NM 66781"
17662,1,5,19923,"9252 Hayes Neck Suite 851, Williamsonport, MN 19923"
14664,1,6,47516,"5996 Eric Well, South Julia, NV 47516"
18690,1,6,42288,"72273 Brandy Haven, Port Scott, OH 42288"
49733,1,4,96829,"4380 Allen Stream, Gonzaleston, NH 96829"
42058,1,2,43905,"572 Foster Villages, Port Geraldshire, MO 43905"
74568,1,5,62554,"162 Mary Parkway, Douglasmouth, FL 62554"
19826,1,7,83760,"27884 Murillo Pass Apt. 464, Ashleyton, IA 83760"
87945,1,7,70992,"13017 Lindsey Mount, Jonathanport, VT 70992"
28092,1,6,59176,"4889 Suarez Forks Suite 780, Port Matthew, AL 59176"
87334,1,5,47319,"92606 Garcia Estate Apt. 905, Sarahport, FL 47319"
39463,1,9,62121,"9364 Beck Drive Suite 610, Port Ernest, KY 62121"
16748,1,3,67252,"PSC 9150, Box 7884, APO AA 67252"
24365,1,10,6775,"75711 Harvey Greens, Smithview, DE 06775"
78454,1,4,71475,"0168 David Street, East Elizabeth, CO 71475"
97216,1,8,70013,"Unit 1657 Box 5032, DPO AA 70013"
45261,1,8,37066,"439 Knight Causeway, Sanchezbury, CO 37066"
99197,1,8,14640,"2811 Charles Summit Suite 261, Munozland, CO 14640"
40051,1,2,37745,"2703 Kenneth Pike Suite 820, Jeremyburgh, AK 37745"
55851,1,8,36844,"89719 Victoria Cliff Apt. 951, West Gregory, VA 36844"
90884,1,4,37003,"7684 Martin Tunnel, West Robert, HI 37003"
94330,5,7,4315,"65829 Heather Heights, Karenfort, MT 04315"
33910,1,10,19790,"700 Ashley Ways, Nelsonfort, OR 19790"
56674,1,10,68067,"151 Sean Knolls, Parkville, AZ 68067"
70768,1,6,76004,"9452 Tamara Walk, New Andrew, ID 76004"
29776,7,4,94630,"640 Small Pike Apt. 525, West Steven, OH 94630"
25975,1,7,49276,"909 Michelle Vista Apt. 610, East Karenton, VA 49276"
93025,1,6,2838,"8275 Brian Path, Anthonyland, MT 02838"
13737,1,5,16455,"0947 Lauren Ford, Robinsonmouth, KS 16455"
72628,1,5,71213,"704 Shelton Road, Shawntown, UT 71213"
70735,1,8,83282,"94332 Edward Locks, Timberg, FL 83282"
30013,1,8,55216,"Unit 1701 Box 9684, DPO AA 55216"
58748,0,1,28828,"USS Johnston, FPO AP 28828"
80264,1,0,65708,"767 Strickland Square Suite 661, Brandiland, PA 65708"
98144,1,3,5581,"770 Andrew Key, West Vanessa, IN 05581"
11246,1,8,36100,"61964 Murphy Circles, Port Sarah, WA 36100"
80483,1,10,31325,"00575 Heather Trail, Wrightfurt, SD 31325"
38550,1,7,6002,"USS Walters, FPO AA 06002"
61740,1,8,22130,"89375 Diane Ports, Allisonfurt, DE 22130"
80545,1,8,57528,"096 Yang Cliffs, Hudsonside, MA 57528"
30106,1,7,5119,"Unit 6850 Box 7869, DPO AP 05119"
42858,1,5,51780,"2804 Smith Bypass, Kellyshire, AK 51780"
96697,1,6,63231,"85292 Davis Loaf Apt. 125, North Courtney, ND 63231"
86249,0,2,67446,"19023 Foster Field, Williamsontown, CO 67446"
95243,1,6,52497,"558 Laura Loop Suite 184, Ryanbury, WI 52497"
23694,1,9,52144,"647 Gina Pass, North Eric, NH 52144"
95169,1,5,2437,"84656 Charles Crest, Lake Michaelton, SD 02437"
24737,1,2,2127,"384 Claudia Land, Port Markbury, VT 02127"
39034,1,6,90040,"791 Adams Ports Apt. 060, Graybury, NH 90040"
18579,1,6,2412,"597 Roman Isle Apt. 155, Burnsmouth, NM 02412"
77502,1,6,55573,"989 Michael Mountain Suite 027, North Matthew, NY 55573"
79045,1,7,92750,"1713 Mullen Spur, Port Jessicaberg, DC 92750"
92619,1,1,36724,"37253 Foster Trace, Carterborough, MO 36724"
31175,1,7,90846,"36228 Kelly Dam Apt. 947, Tammyton, TX 90846"
88719,1,8,38496,"83144 Samuel Gardens Suite 106, New Stevenmouth, KY 38496"
31147,1,8,19723,"068 Alexander Mountains, Wilsonfurt, MD 19723"
23244,1,6,21953,"0786 Martinez Cliff Suite 614, Huntborough, AK 21953"
21806,1,9,24881,"681 Gomez Fords, East Erin, NE 24881"
29899,1,10,90067,"8542 Jerome Mill, Michaelburgh, AL 90067"
46013,1,7,58379,"152 Elizabeth Drive, Port Tina, HI 58379"
99778,1,4,16668,"67046 Cheryl Stravenue Apt. 651, Josephtown, WV 16668"
40357,1,10,57724,"375 Mark Field Suite 816, New Benjaminton, AL 57724"
13050,1,4,52374,"PSC 5181, Box 2487, APO AP 52374"
54024,1,6,16339,"574 Joseph View Suite 044, Jamiefort, RI 16339"
89370,1,0,18539,"0675 Daniel Viaduct, West Nancyhaven, MT 18539"
37294,1,9,28827,"7265 Daniel Squares, Rogerston, MS 28827"
79427,1,4,20449,"PSC 6290, Box 9108, APO AA 20449"
10278,1,5,15571,"38126 Austin Manor, Savannahton, KY 15571"
21337,3,4,32388,"USS Williams, FPO AE 32388"
65816,1,10,44902,"0246 Jamie Island, Beanside, OR 44902"
38156,1,8,41025,"134 Nicholas Plaza, Michaelchester, VA 41025"
56188,1,7,57482,"1005 Love Forge Suite 289, Lake Natasha, DC 57482"
39182,1,2,88584,"90270 Brian Row Suite 693, North Julie, HI 88584"
96342,1,4,65772,"853 Ramos Mews Suite 852, Jenniferfurt, VA 65772"
91222,1,1,74964,"396 Cory Estates, South Theresa, NH 74964"
97241,1,7,87601,"3718 Duncan Underpass Suite 327, Edwardville, WI 87601"
39308,1,8,54313,"77212 Dean Shores, Jacobburgh, ID 54313"
39325,1,9,1609,"246 Davis Fort, West Manuel, MA 01609"
11480,2,6,8573,"944 Soto Gateway, Kennethborough, AZ 08573"
90231,1,6,77653,"693 Mitchell Way Suite 476, North Sharonton, OH 77653"
91123,1,7,19566,"528 Joel Orchard, North Emmaport, NE 19566"
13955,1,6,82530,"PSC 4272, Box 7135, APO AP 82530"
22600,1,7,36124,"8514 Cristian Street, Vanessahaven, NH 36124"
94191,1,4,80454,"651 Michelle Canyon Suite 672, Monicabury, CA 80454"
22786,1,5,18277,"960 Williams Isle, Lake Tracychester, IL 18277"
48683,1,6,58717,"0426 Scott Tunnel Suite 956, New Tracy, CT 58717"
55103,1,5,95295,"08209 Angela Hill, Port Bethton, VT 95295"
34617,1,4,1541,"82315 Gary Rest, East Ashleyburgh, FL 01541"
89416,1,8,73946,"384 Shannon Cliffs, North Johnnybury, KY 73946"
29711,5,4,82170,"053 Shirley Junctions, Dylanton, ID 82170"
98911,1,5,30112,"767 Oscar Loaf, North Jenniferside, NV 30112"
19812,1,4,42889,"54416 Olson Ranch Suite 914, Lake Chase, NH 42889"
94448,1,7,38774,"34144 Brian Shore, Marquezburgh, GA 38774"
43789,1,2,82208,"41182 Norris Mills Apt. 068, Port Jennifertown, OR 82208"
51736,1,8,75397,"29990 Heather Ranch, Clarkbury, VA 75397"
90479,1,8,27873,"64397 Rebekah Camp Apt. 073, Kerryburgh, SD 27873"
45248,4,8,14829,"165 Angela Tunnel, West Robertfort, IA 14829"
19700,8,7,3153,"249 Shawn Trace Apt. 471, Mendozaside, DE 03153"
23981,3,6,53976,"PSC 4109, Box 5532, APO AA 53976"
45054,8,6,13571,"9333 Richards Tunnel, New Laura, AL 13571"
49273,1,8,92891,"0846 Garrett Trace Suite 780, Lake Devinland, LA 92891"
19508,1,3,18483,"685 Murray Trace Apt. 547, Debrafurt, AK 18483"
67327,2,7,45790,"427 Jenkins Turnpike Suite 566, West Cassandraville, DC 45790"
27890,1,5,15799,"354 Sawyer Points Suite 088, Annaburgh, IA 15799"
27320,1,7,67127,"942 Bridget Ridges, New Davidburgh, CT 67127"
92144,1,9,93677,"9494 Andrew Viaduct, Ericport, ME 93677"
44181,1,5,76181,"414 Morgan Mount Apt. 148, Kevinville, MO 76181"
78131,2,7,82455,"83653 Miranda Squares, Marshallfort, CO 82455"
61200,2,5,60445,"303 Tara Walk Apt. 025, New Aaronmouth, NH 60445"
56340,1,5,74094,"789 Tammy Parkways, North Christopherberg, DC 74094"
72893,1,6,87012,"126 Joseph Burgs, North Dustin, NV 87012"
92335,1,6,24475,"92318 Garrett Mall, Lake Micheleberg, CA 24475"
89053,1,10,49188,"650 Angela Mountains, West Michael, NJ 49188"
43768,1,5,5037,"4667 Anthony Manors, Santosstad, IN 05037"
40282,1,3,17734,"USCGC Ford, FPO AP 17734"
53180,1,10,83395,"Unit 2405 Box 2659, DPO AE 83395"
11348,2,9,800,"610 Sexton Manor Apt. 638, North Brianfurt, LA 00800"
31423,2,7,78689,"90046 Sosa Fords, Christophertown, MN 78689"
